result,landing_x,landing_y,entry_angle,L_ANKLE_min_power,L_ANKLE_max_power,L_ANKLE_avg_power,L_ANKLE_std_power,R_ANKLE_min_power,R_ANKLE_max_power,R_ANKLE_avg_power,R_ANKLE_std_power,L_KNEE_min_power,L_KNEE_max_power,L_KNEE_avg_power,L_KNEE_std_power,R_KNEE_min_power,R_KNEE_max_power,R_KNEE_avg_power,R_KNEE_std_power,L_HIP_min_power,L_HIP_max_power,L_HIP_avg_power,L_HIP_std_power,R_HIP_min_power,R_HIP_max_power,R_HIP_avg_power,R_HIP_std_power,L_ELBOW_min_power,L_ELBOW_max_power,L_ELBOW_avg_power,L_ELBOW_std_power,R_ELBOW_min_power,R_ELBOW_max_power,R_ELBOW_avg_power,R_ELBOW_std_power,L_WRIST_min_power,L_WRIST_max_power,L_WRIST_avg_power,L_WRIST_std_power,R_WRIST_min_power,R_WRIST_max_power,R_WRIST_avg_power,R_WRIST_std_power,L_1STFINGER_min_power,L_1STFINGER_max_power,L_1STFINGER_avg_power,L_1STFINGER_std_power,L_5THFINGER_min_power,L_5THFINGER_max_power,L_5THFINGER_avg_power,L_5THFINGER_std_power,R_1STFINGER_min_power,R_1STFINGER_max_power,R_1STFINGER_avg_power,R_1STFINGER_std_power,R_5THFINGER_min_power,R_5THFINGER_max_power,R_5THFINGER_avg_power,R_5THFINGER_std_power,L_ELBOW_max_angle,L_ELBOW_release_angle,L_WRIST_max_angle,L_WRIST_release_angle,L_KNEE_max_angle,L_KNEE_release_angle,R_ELBOW_max_angle,R_ELBOW_release_angle,R_WRIST_max_angle,R_WRIST_release_angle,R_KNEE_max_angle,R_KNEE_release_angle,release_ball_speed,release_ball_velocity_x,release_ball_velocity_y,release_ball_velocity_z,release_ball_direction_x,release_ball_direction_y,release_ball_direction_z,release_ball_x,release_ball_y,release_ball_z,release_frame_time,release_angle,time_to_peak,peak_height_relative,player_participant_id,player_height_in_meters,player_weight__in_kg,player_dominant_hand,player_estimated_wingspan_cm,player_estimated_standing_reach_cm,player_estimated_hand_length_cm,trial_id,shot_id,initial_release_angle,calculated_release_angle,optimal_release_angle,angle_difference,L_ANKLE_energy_mean,R_ANKLE_energy_mean,L_KNEE_energy_mean,R_KNEE_energy_mean,L_HIP_energy_mean,R_HIP_energy_mean,L_ELBOW_energy_mean,R_ELBOW_energy_mean,L_WRIST_energy_mean,R_WRIST_energy_mean,L_1STFINGER_energy_mean,R_1STFINGER_energy_mean,L_5THFINGER_energy_mean,R_5THFINGER_energy_mean,L_ANKLE_energy_max,R_ANKLE_energy_max,L_KNEE_energy_max,R_KNEE_energy_max,L_HIP_energy_max,R_HIP_energy_max,L_ELBOW_energy_max,R_ELBOW_energy_max,L_WRIST_energy_max,R_WRIST_energy_max,L_1STFINGER_energy_max,R_1STFINGER_energy_max,L_5THFINGER_energy_max,R_5THFINGER_energy_max,L_ANKLE_energy_std,R_ANKLE_energy_std,L_KNEE_energy_std,R_KNEE_energy_std,L_HIP_energy_std,R_HIP_energy_std,L_ELBOW_energy_std,R_ELBOW_energy_std,L_WRIST_energy_std,R_WRIST_energy_std,L_1STFINGER_energy_std,R_1STFINGER_energy_std,L_5THFINGER_energy_std,R_5THFINGER_energy_std,player_height_in_meters_category,player_weight__in_kg_category,player_estimated_wingspan_cm_category,player_estimated_standing_reach_cm_category,player_estimated_hand_length_cm_category
0,7.15,12.755,40.9,0.0882352941176504,0.9280844140068585,0.43247098095703496,0.3148133107894781,0.09090909090909435,0.9275895675766131,0.46022025348479384,0.29799279741464074,0.3553837051057357,2.4447992062460275,1.3320259191476505,0.7621996621653541,0.3661529082907558,2.5880278148843825,1.4488119498566887,0.7671179659636799,0.6816498108607147,2.8531554229954987,1.667851327686187,0.8113908720255869,0.7310507928372539,2.94750520958218,1.8029005265270943,0.8025955704036905,1.8513064684536351,5.396832727576425,4.01480625646271,1.149250934222633,3.630550909734335,5.7310393258031995,4.9798366710916,0.6732050087834409,1.678275602080802,6.8758503940207305,5.143616751938618,1.587539189720136,4.096268028914356,6.399394484670545,5.602935651355308,0.6696478895953654,1.5904124511289655,7.399215703108012,5.4670719488664234,1.696134083675814,1.6349343658455673,8.607607628772897,5.936045005373215,2.1832879013971644,4.760164865860549,6.306598640277504,5.867641754707137,0.39016848596547604,4.062019202317977,7.2267485992529625,6.18373199922902,0.7854330855317053,96.11693707681279,76.11008318969584,27.882631506879218,17.253193889531744,58.654167109240674,26.29940078207816,106.27211829325331,72.32582957950736,35.91840619355692,28.102764926877825,63.541006839067194,32.646275731714404,9.907618263436408,3.735294117647026,0.029411764705882377,9.176470588235276,0.37701231701991894,0.0029686009214167134,0.9262034874820119,27.726,-0.669,6.608,5700,67.8505359822964,0.9354200395754613,4.291927240405049,P0001,1.91,90.7,R,202.46,225.72,20.25,T0001,1,67.85115619738545,62.95920609792179,51.42128,11.53792609792179,0.010257672840461295,0.018079307986752894,0.02061774901911916,0.023153901521107773,0.02206979253540102,0.023546643732491875,0.042970175041576686,0.05224554268921964,0.05974849225928155,0.06801410610757697,0.06614574445458572,0.07723163291781869,0.07005180649786238,0.08107526543249233,0.04446346815083127,0.15424979740667316,0.08238325072488994,0.12519984025548989,0.09415412895885146,0.09726767191621195,0.18046052199857965,0.19031815467789695,0.22690306300268412,0.21118001799412797,0.2441741182025644,0.23169160537231365,0.2840510517495056,0.23848270377534778,0.011166945258862217,0.035817210616745,0.01681678291684852,0.023794546388545133,0.01887872779378902,0.02113299462382813,0.038234980672702285,0.0467480575371619,0.05156856564831756,0.05233401678865696,0.05653467332426146,0.05872988728295335,0.06258945980638345,0.06048758466234302,Average,Average,Medium,Short,Medium
1,-2.288,12.661,43.97,0.07422696190249314,0.9374927912064158,0.4698165855137905,0.29251760641462615,0.06775963568178027,1.011867142852322,0.5131655086925679,0.31555721153874844,0.4947824659194046,2.5750444645656954,1.4234546961933743,0.6804031186528153,0.49303101806588995,2.6874192494328253,1.4277307342446632,0.7531040139149692,0.5335399048987663,3.0463212998453812,1.6913154038716078,0.8614745198139865,0.4665092217678935,3.2122641477631757,1.8091363529014455,0.9219118664873829,1.678197029818207,4.877752572251582,3.6011119048479645,1.0830694984477431,2.9667579767419587,5.644747755818098,4.515012936813614,0.903502377420625,1.6425248767111837,6.196877083104343,4.761187794154363,1.3426432389885115,3.5407894716637065,6.11625962269983,5.102026464627725,0.8259799278332562,1.6188739865688655,6.698340734468627,5.018297531004498,1.4516073612119786,1.4897877034281213,7.52565248750685,5.420646908157513,1.8460084751566153,4.272942182431072,6.680220382039574,5.511354481686258,0.718754491146367,3.4444296335473554,6.4814491231865405,5.66035967699578,0.7816743268820635,86.83280511620745,76.01763146435106,28.95298102266257,12.882901946123885,60.374759751215144,30.56613259204582,101.79879837206795,58.430068002049,38.6937901245473,32.76662558034087,65.56563492159438,33.83402566071382,11.826803382018102,4.9393939393939466,-1.303030303030304,10.666666666666675,0.4176440395469818,-0.1101760349725166,0.9019061467517638,27.884,-0.524,6.88,5366,64.40976400048119,1.0873258579680607,5.7990712424963275,P0001,1.91,90.7,R,202.46,225.72,20.25,T0002,2,65.15264656760553,64.96499886436283,50.9208,14.044198864362826,0.009239378293931198,0.017964425628048727,0.01881011773275905,0.025647592175096393,0.022139297786681226,0.023956576092859037,0.04542544378639193,0.051276155676144825,0.06386883430746856,0.0661727085316679,0.07039940868048938,0.07388122235929973,0.07448288114320911,0.07924963913521874,0.03753664875824808,0.1249239768819409,0.08497646733066795,0.10026963648083868,0.10052860289489758,0.1060047168761848,0.16096583488430222,0.18627667594199723,0.20449694374244332,0.2018365675490944,0.22104524423746472,0.22671127012127112,0.2527409741217274,0.21755459085020404,0.009537240683319575,0.029232339063939787,0.0175985484244236,0.023727170580262948,0.019428080333907236,0.02111594472436196,0.037527233967664345,0.04270056095589805,0.047751127528454916,0.0485998973944142,0.050142782566356826,0.055164930005912924,0.057107257156507156,0.05490794709796665,Average,Average,Medium,Short,Medium
0,7.397,6.421,41.5,0.14997116216444256,0.9912380141694742,0.5421245788152614,0.3036942478504934,0.09090909090914145,1.0077750998979593,0.5739198352285756,0.30078754054486956,0.4895604370122147,2.425946370863719,1.3904322428563638,0.6331820891892281,0.4979295977319243,2.6218688965240577,1.4954821452705824,0.6882412006625998,0.691679527909937,2.9969375247223744,1.8217860442704255,0.8014463263840609,0.7618063690894806,3.119004809377209,1.9954383696545288,0.8164248581943018,1.8967857399428794,5.198184326651716,3.8401681153365588,1.1555555694070616,3.3137544957542566,5.587931374234941,4.8099414829477976,0.858070529630442,1.8445063992161386,6.54952174422324,5.002260977291461,1.424530551479019,3.93916083226398,6.157408730733949,5.474338094726256,0.6682532802652055,2.0057309991966967,7.205306176579535,5.379101745584248,1.4776177923684373,1.8841565523284731,8.72095731091106,5.865405857809396,2.103413243754593,4.765482717207873,6.864489210510254,5.786937441657187,0.5809593875569744,4.812556273745861,6.506830486128119,6.013029189629364,0.4435987752161846,91.45053892964954,72.68977614297522,31.572272468138024,20.199600443347034,59.90086395840421,30.472747961147594,106.98963280935146,73.88372806723093,38.99808908735453,26.22094346440733,65.25734578567558,33.55029295438971,10.28331446926667,3.9393939393939092,-0.5151515151515156,9.484848484848502,0.38308601289666067,-0.05009586322494836,0.9223532464358148,27.705,-0.536,6.658,6033,67.27257190178985,0.966855095295464,4.585237042840618,P0001,1.91,90.7,R,202.46,225.72,20.25,T0003,3,67.44515520052738,60.31469365327763,51.329280000000004,8.985413653277625,0.009520718606383684,0.01884874109310699,0.02032350497867314,0.024289694943315326,0.02276792831491271,0.024668567931567402,0.04116327707653997,0.051643410256942246,0.06255879513920633,0.06553845901661066,0.06857261810454686,0.07295706687562195,0.07256798478179348,0.07685518415038757,0.04124318125460234,0.15840138888279964,0.08005623023850274,0.1283316017199202,0.09922197337283795,0.10534704552098317,0.17336089524457404,0.18440173534975307,0.21918257229989888,0.20319448811422033,0.23777510382712466,0.2452039967047848,0.28779159126006504,0.22531311546379174,0.011037001976498217,0.03560918606360087,0.01706639618695322,0.02645102026875357,0.020219376446146606,0.022877645244294673,0.03719398302462246,0.04578842533831611,0.04707590079204258,0.052066729586220814,0.05143889379335385,0.058970371467037624,0.058013955071294615,0.05825743341836413,Average,Average,Medium,Short,Medium
0,-5.883,3.493,46.66,0.07422696190249314,0.993551291560916,0.5799449251317188,0.3088276789471899,0.15451574283611544,0.9364567963856102,0.5734302926876009,0.254579775732063,0.39678639891859635,2.3248567004626266,1.3221810501189635,0.6623681318318222,0.4221382380707537,2.5787860983506965,1.4380859503510135,0.7229003540567696,0.7158188976374555,2.858782161229258,1.7193958666165092,0.7699360267740494,0.8511861760720042,3.0233252996937954,1.9345056601126978,0.7099999499541468,1.3913971967664733,5.1798684972902285,3.873706345563734,1.174859845967081,3.178497545744136,5.310038659006826,4.591801025675554,0.7066662745816914,1.2176612673225689,6.631657387573078,4.950375953186992,1.670530985629861,3.886138973913206,6.202431467297331,5.386742169076067,0.6276089768573583,1.2429733299479746,7.0843015057020065,5.222921567904245,1.7508457997640186,0.9745906779871422,8.196899680426904,5.586573788739768,2.2789822725033306,4.96936984719399,6.4428689375870425,5.729752252273351,0.44509311158239084,4.050182617951258,6.835399136776473,5.912607260091876,0.7228002375378859,91.92427718385042,70.9202264889664,27.850665817542858,18.740395571570218,57.74115357487581,25.179552784835266,104.1608651893775,71.42483459876938,36.35303834703563,22.64988113813658,64.65257327939122,29.56845337375442,9.1643018864365,2.676470588235221,0.029411764705882377,8.764705882352942,0.29205395254345506,0.0032093840938842116,0.9563964599774945,27.653,-0.53,6.766,6100,73.01798036878269,0.8934460634406668,3.915395983901746,P0001,1.91,90.7,R,202.46,225.72,20.25,T0004,4,73.01894664218732,63.41890301549047,51.13056,12.288343015490469,0.021051604238097616,0.02331846483523717,0.02711913020573214,0.029462032152483008,0.027454237175552128,0.030127426958341787,0.04453100928236964,0.050217832017822324,0.06368472866716146,0.06230665204710232,0.06934838347960935,0.069802578308313,0.07156841551767859,0.07339675083715386,0.1551289785952324,0.1694402549573144,0.10737318100903971,0.12484390253432516,0.09433981132056553,0.09976973488989525,0.17093566041057756,0.17523127574722525,0.2188446937899116,0.20625712108918742,0.23378194968816624,0.23986246058939692,0.2776292491795494,0.2262763796775971,0.03314915377873582,0.03735832578172644,0.024163763815682256,0.02683073965771529,0.019434769525015196,0.020700157204118438,0.03352930277936517,0.038121619926902564,0.0437566501280801,0.045877136109647026,0.047190708507552914,0.052966357831139205,0.052663368788615356,0.05362104482001153,Average,Average,Medium,Short,Medium
1,-0.641,8.974,41.91,0.1176470588235687,0.9442688758110762,0.5075503897822525,0.28317937190723225,0.13153341044110578,0.8994437624034242,0.531692601684384,0.24359676565319663,0.34924535550114716,2.468534770232269,1.4259496497334638,0.647510461317924,0.34425587972705146,2.6101096100181045,1.4593102401680114,0.697622891338925,0.7329373996691956,2.9761833923567846,1.7159691611029255,0.7811690635691845,0.7162232742285906,3.1771972216863156,1.8823928372936618,0.8422532904483168,1.6419657192901989,5.015128627614131,3.7147921115734928,1.0823864239728518,3.3059137532526113,5.499060776304212,4.546681294977945,0.760613839581676,1.68992042346649,6.075738683564698,4.75402992112509,1.3109618479757714,3.800154795608746,6.522828458019232,5.163809889265943,0.7812205827951149,2.0594916772783276,6.3611827881807566,5.118121503912698,1.2161157534076337,1.389320410466366,7.469866000914955,5.427381370573176,1.8404582148085173,4.291901120123071,7.036896072565514,5.507562501156878,0.837698213829827,3.813609576000585,6.7058079619390885,5.714994024685525,0.729885506112365,89.54015459677795,72.71481644164764,28.678022889537488,16.789020951162048,56.83738825211709,27.244281667047396,103.83202376178863,73.61934760096943,34.532455245139325,21.754497602968122,64.1655677696481,32.856306305834785,11.11348918536743,4.3333333333333535,-0.6666666666666672,10.21212121212123,0.3899165474546765,-0.05998716114687308,0.9188942412043749,27.716,-0.527,6.69,6166,66.76495916615984,1.0409909492478318,5.315362877219999,P0001,1.91,90.7,R,202.46,225.72,20.25,T0005,5,67.00691713989887,60.90081725196502,51.2704,9.63041725196502,0.016538406413082938,0.020664929627799353,0.023357137693517126,0.028074376828634482,0.024456995659946003,0.02685091904680989,0.043437815159184434,0.05124514019033699,0.06920524442339045,0.06970127820282705,0.07553563358074028,0.07755387520844838,0.07872551878449252,0.08142468551190242,0.15961829469080246,0.15608331108738033,0.10004998750624663,0.12477579893552986,0.0982140519477739,0.10484750831564842,0.16549924471126634,0.181469005618039,0.20049937655763503,0.21525333911463465,0.20991903200996498,0.23511061226580157,0.24650557803019352,0.22479101405527813,0.03164039858897743,0.03535221734965128,0.019752373963186385,0.027574974219550928,0.01908177316020003,0.02156287322748679,0.037305083504171256,0.041568817590872185,0.04381377650439106,0.048080532226981824,0.04719035932032084,0.055696360752732314,0.053057350087896575,0.05556549908365836,Average,Average,Medium,Short,Medium
0,5.134,4.814,44.03,0.0588235294117321,1.0571371843946826,0.5031898727980945,0.3737692112213422,0.13551927136365985,0.8028873514843223,0.5086701159096697,0.20759567454645794,0.4545454545454648,2.305620552924484,1.3086874902536,0.6579981437246755,0.4752844588290059,2.311585085073965,1.3664920184793738,0.6312927203698037,0.6090833709770321,2.831347545890469,1.611777954638147,0.8335114018069973,0.5765544724375788,2.963196348322957,1.795435153428003,0.8306664757475599,1.734546199739618,5.27464263365434,3.9495413361021887,1.0964061845573738,3.046019848031313,5.513819352930351,4.760965750723993,0.7991481788573686,1.859000363889498,6.965281869038143,5.212973152472079,1.5446555779468845,3.869631564232781,6.066209530804671,5.501989945366159,0.6110037766877133,1.9449606608665493,7.238175500290225,5.520755311224291,1.5676585169904154,1.7979707900679902,8.557964194120082,6.051886879040705,2.1246303937779802,4.451682159413774,6.528105515090991,5.812823286560075,0.493415949553545,3.7278759131078387,7.231067550832409,6.087587293118941,0.8290590337695593,88.28674749010014,70.33080581128625,32.38583316894594,18.29637688626015,58.24750347800026,29.51681941234601,100.70656676944009,71.84964096037254,40.352861201559016,24.416968515045347,65.54800033843149,36.37762329695315,12.243810667189335,5.9117647058823675,-0.5882352941176459,10.705882352941172,0.4828369914053449,-0.0480434817318749,0.8743913675201247,27.909,-0.485,6.778,6600,60.97302581681101,1.0913233795047066,5.84178985499578,P0001,1.91,90.7,R,202.46,225.72,20.25,T0006,6,61.09261668756363,61.183155957850474,51.10848,10.074675957850474,0.008488755651676522,0.005751269669371363,0.02088744545780307,0.01751465434238529,0.019319064395597944,0.020178214785807443,0.042849422048068866,0.04744167646934591,0.06345882288813655,0.0680030391328222,0.07076590386752447,0.07682290738634047,0.0753528000474994,0.08001172862485784,0.03507135583350012,0.03325657829663154,0.07762087348130116,0.07859389289251482,0.09343446901438547,0.09778547949465759,0.1740632069105932,0.1826472009092939,0.22985430167825874,0.20341828826337077,0.23885979150957745,0.2157289966601618,0.2824128184059627,0.23862522917746953,0.00919349573620171,0.007147749050875262,0.016248013367813355,0.01564346078970666,0.01830136379761109,0.020005410563720356,0.03817168685634192,0.04716317820715194,0.05114794291913679,0.05146561226438241,0.054926185913190546,0.05714245122330823,0.06175144423855856,0.059528525320660705,Average,Average,Medium,Short,Medium
1,-4.762,6.003,42.95,0.029411764705882377,1.1880179262977504,0.6188260398005967,0.4017888460688288,0.10604562574894366,1.148566128809795,0.6025267103269573,0.3751055915662797,0.4625556824991864,2.4547325031610168,1.3960609162761686,0.6510621362592943,0.5068731746945253,2.6074696683998706,1.4909325700668121,0.7044450566597482,0.7452270270188455,2.91445213055627,1.7732335860710802,0.7405175032714739,0.8287648708003316,3.0671996183200236,1.918701068223572,0.7273471614182129,2.0574842662749493,5.135983717065846,3.8123794802160518,1.075621676340008,3.1172308268207467,5.2325182288846825,4.512382408348272,0.6545600858514865,2.294241603726996,6.481803306540772,4.940103970674779,1.2705537951818795,4.127112531933133,5.775410972461319,5.23944810282036,0.4333157787269123,2.3411910196022885,6.9193836145383765,5.253480077049741,1.3290212498136877,2.204428300542192,8.28298841924532,5.637888271788179,1.9412746836503008,5.006790613733567,6.091059850388129,5.571120989172986,0.3103598883177326,4.266920619164128,6.948452470553235,5.784404405896412,0.7404922862762704,93.57666065504617,74.12184850788468,27.967868579121728,20.19868783974434,56.98070320675222,25.120401595373362,104.97714224226108,71.87487869098874,38.84907099962881,27.69206362328445,63.85113225353674,30.143989921325495,11.171301616104532,5.272727272727257,0.060606060606060656,9.848484848484853,0.47198862352137205,0.005425156592199699,0.8815879462324507,27.807,-0.488,6.722,6366,61.83451370427585,1.0039230222716466,4.943560336943716,P0001,1.91,90.7,R,202.46,225.72,20.25,T0007,7,61.836088569355915,56.95801261527676,51.21152,5.7464926152767575,0.009437734681375492,0.01850027445557331,0.021221855813562084,0.020987963455391355,0.02259756171312465,0.024797973957444923,0.045914518186485516,0.052110257117017875,0.06428751081825637,0.07243686909077979,0.07124595837040079,0.08099112521688238,0.07640530023560534,0.08524022885350425,0.03920459156782576,0.1694254998517044,0.08100617260431356,0.08604649905719573,0.09617692030835692,0.10121758740456079,0.16948746266317294,0.17267310155319454,0.21781873197684481,0.19058856209122355,0.23425413550244872,0.21306806424239225,0.2733386178350956,0.23080294625502482,0.00961013189690951,0.03583571476079255,0.016377186931585835,0.017796097578924284,0.019153527030424174,0.020970583239651494,0.03767151089241973,0.043516958010992056,0.04711359542765974,0.04915241597615805,0.050305981686202456,0.05582501899670467,0.05654684023196385,0.05640289791046108,Average,Average,Medium,Short,Medium
1,2.093,15.484,44.91,0.12478354962119244,1.0260449142654284,0.5671592471340996,0.32811252769286275,0.12126781251810323,1.0449054333070633,0.6156740003176195,0.2981748051653275,0.409658478740731,2.5432891222251346,1.413543209962129,0.6764041546620175,0.49303101806589616,2.6486998040499317,1.4914254855117812,0.6943558826664038,0.7119834374652547,3.014504270411133,1.7571983550963586,0.8073200584374335,0.6828345156614146,3.0778094365077817,1.9179423887749565,0.7739811832598096,1.4777194351801888,4.733290652816516,3.7019420579825373,0.969369849684849,3.1127875556777003,5.6180052929019535,4.691037710515332,0.7966869691747801,1.1578771620935384,6.175278775265878,4.750853428227431,1.4874863914035488,4.2115346634514825,6.254695206100145,5.336734700566391,0.5677615320126045,1.2461142542395123,6.63449537837053,5.074849307329972,1.5523850793560514,1.2398346997259577,7.73701109470074,5.447197040601257,1.9430696433729528,4.739676452245732,6.799773128608844,5.6235754657799495,0.6445003013889028,4.32421163268641,6.516278972213341,5.816525274702309,0.5267110153672877,90.75911965199299,75.06449586722358,28.613220844394768,14.904053405204168,57.190664685160634,28.591493331243427,105.5060064982059,67.35877652926932,35.990742069040614,26.7384737789486,63.757295825215444,33.98172428708327,9.987365756167865,2.5454545454545343,-1.8181818181818181,9.484848484848476,0.2548674603092959,-0.18204818593521216,0.9496847032953558,27.738,-0.482,6.697,4866,71.74736140015371,0.9668550952954613,4.585237042840592,P0001,1.91,90.7,R,202.46,225.72,20.25,T0008,8,74.97747452335892,60.40280475306234,51.25752,9.145284753062342,0.009204729681680329,0.022701469646280458,0.019404725168369157,0.028603511234431223,0.022688571753495146,0.026113597392179073,0.04306261522567805,0.05284568522138471,0.0705362905547623,0.07464992320295066,0.07608606724630182,0.0830594934577688,0.07924056670870566,0.08848703053665079,0.03488552708502457,0.17104970037974263,0.08392854103342945,0.1352072483264127,0.0994786409235674,0.1015677114047568,0.1562369994591546,0.18539417466576447,0.20378419958377397,0.20640494180130478,0.22011815009217187,0.23806721739878473,0.25532136612512446,0.2322821560085922,0.008737666572115922,0.03920330368009588,0.016417978073057053,0.030260745345363844,0.019940054008352758,0.022439013285623394,0.03648960984718161,0.045254803567401865,0.04453373357931273,0.0502998112335525,0.04797580044017075,0.05774417269292293,0.05399507107202652,0.05854189077284279,Average,Average,Medium,Short,Medium
0,-9.07,15.269,45.78,0.12494259471562151,0.9930890671620777,0.5247256176850074,0.31102800948966614,0.16318681233738122,0.9127129793637072,0.571331332774602,0.25221881330109697,0.3360768638305887,2.4329389468689633,1.3835696016241756,0.6504463179822828,0.4328138441541073,2.601652367500754,1.481375724565215,0.7114012141083823,0.650633653138955,2.9183879218572946,1.7244058548835148,0.7793084289647474,0.710022697809682,3.123564867892146,1.891976112378662,0.7954866908823975,1.2130347427823915,5.025737248842042,3.69191324883032,1.179923803971648,3.3719525914750164,5.785657196991734,4.702711781076276,0.7980767260160635,1.159435490848637,6.448852233781568,4.932486830487038,1.6053180411111272,3.4945583005958065,6.113898738568323,5.354712942679847,0.678617926278346,1.3567720699612886,6.933701515971165,5.340855355479371,1.6087584043700311,1.0898239596263992,8.688782969723022,5.917167002509272,2.3446705519543967,4.1641284079533785,6.930124813863107,5.749844928153829,0.6517839740429671,3.398172722901457,6.8732456648063005,5.9532024176948815,0.8530349800495269,91.57510509693091,72.28065124424683,28.533976491931732,15.05430870252686,56.069779491936046,25.506672974559834,104.9322212319332,67.8793138658111,36.525411871046074,25.571257623976113,63.52557735628189,30.66574297614895,11.780430667543621,4.999999999999945,-0.6470588235294122,10.647058823529415,0.4244327003914631,-0.054926584756542926,0.9037919855394786,27.804,-0.525,6.763,5500,64.66107210193351,1.0853270971997364,5.777770723328009,P0001,1.91,90.7,R,202.46,225.72,20.25,T0009,9,64.84462756613192,61.40396539339847,51.13608,10.267885393398473,0.009042333996192607,0.0225373629415754,0.01946691360467759,0.024994470435764183,0.022881368720308125,0.02593542974305772,0.04651573408813655,0.05426190431773736,0.07041417067788332,0.07344662134514905,0.07665065162319509,0.08455437840307715,0.07958759431151292,0.08938423157860935,0.03817066936798446,0.1692955994702748,0.0802869852466758,0.13378340704287547,0.09630680142129072,0.10307764064044082,0.1658493292117874,0.19368273025750124,0.21281212371479175,0.207872557111323,0.22881215002704844,0.23133093178388395,0.29438749973461936,0.22681710693860793,0.008918936822618328,0.041639848392004956,0.016381352894676026,0.024491684245058987,0.019132117016555445,0.02212449007707476,0.03694182152432222,0.04578553534183351,0.049545089383289595,0.050675788843573995,0.05405865621014174,0.057480339509062936,0.062344019638787676,0.05949140236632139,Average,Average,Medium,Short,Medium
0,-2.616,2.686,45.58,0.15745916432451765,0.8576346483687728,0.5192662986060761,0.245980446427926,0.12856486930664748,0.9221287305880486,0.5201155733311308,0.26124906027914596,0.36970014970517245,2.2177181167917848,1.2634040510662108,0.6319725412372877,0.4054269139472686,2.4117100304328813,1.3569120953389429,0.7108712856712849,0.6870172150760264,2.744558018045321,1.5864541374381107,0.7780393390699786,0.7209319547497364,2.8693625609129287,1.7545277008027864,0.7729549022558632,1.7190126792342886,5.262005818522018,3.7727640470333004,1.2032031865951704,2.9464146084682854,5.471438487130887,4.692333919583712,0.8192780158635288,2.1905348448665327,6.68351864571373,4.977853437032319,1.3641013774654651,3.76050716545176,6.182783644156598,5.337149732410646,0.7031645147200904,2.434967298331658,7.128429611323927,5.332713478673187,1.3722017451075965,2.2333582948904773,8.255615558278889,5.75435399051289,1.902615675773255,4.555342779863769,6.282454761705339,5.629345723023897,0.462014963641155,4.380082317407589,6.549591846191517,5.84597959672244,0.5443599500057917,92.51102564750263,72.07275136584619,28.232909565205873,17.003197516548386,58.49046517925387,28.942050242838278,107.63718033227366,75.41320839888361,34.634303218859266,27.411173241142684,64.73252138794885,33.045688044434414,8.177158244464671,2.0588235294116686,0.17647058823529427,7.91176470588233,0.25177738620936424,0.021580918817946534,0.9675445270045994,27.705,-0.502,6.592,6000,75.36262306790168,0.8064999700185861,3.1904189990441045,P0001,1.91,90.7,R,202.46,225.72,20.25,T0010,10,75.4138139317642,61.65461424979701,51.450720000000004,10.203894249797003,0.0088774531503009,0.014729191937925091,0.020466815469708823,0.019989172114966435,0.02032084516891852,0.022242912322626218,0.04470149733767297,0.05420193995447103,0.0646931703233211,0.06952663296750548,0.07128873587303092,0.08036045515028815,0.07463980718228583,0.08421148681808273,0.03024896692450877,0.18371717393863837,0.0737699125660322,0.08176184929415568,0.09057041459549559,0.09468896451012665,0.1736461920112266,0.18173882359033813,0.2205561153085531,0.20403186025716774,0.2352381771736896,0.22234432756425362,0.2724353134232033,0.21613653092432009,0.008563388076674278,0.030049655277378694,0.0156951108104045,0.016006853908725364,0.01831448397782657,0.020362653530704447,0.03754823353099916,0.04539530389425402,0.0481760422840757,0.0508695251515351,0.05207672199365646,0.05662277009890676,0.05774880426541338,0.056733193764665464,Average,Average,Medium,Short,Medium
